C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_401.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_401.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_401.jpg,0,1,0,5.836289
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_481.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_481.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_481.jpg,0,1,0,6.752549
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_561.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_561.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_561.jpg,0,1,0,7.664564
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_639.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_639.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_639.jpg,-0.1,1,0,8.567576
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_717.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_717.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_717.jpg,-0.3,1,0,9.44274
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_797.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_797.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_797.jpg,-0.5000001,1,0,10.28199
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_876.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_876.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_876.jpg,0,1,0,11.13554
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_38_957.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_38_957.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_38_957.jpg,0,1,0,12.14045
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_037.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_037.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_037.jpg,-0.2,1,0,12.84143
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_116.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_116.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_116.jpg,-0.4,1,0,13.64212
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_197.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_197.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_197.jpg,-0.6000001,1,0,14.41763
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_277.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_277.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_277.jpg,0,1,0,15.25827
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_357.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_357.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_357.jpg,0,1,0,16.07355
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_438.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_438.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_438.jpg,0,1,0,16.90355
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_520.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_520.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_520.jpg,-0.2,1,0,17.71554
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_601.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_601.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_601.jpg,-0.4,1,0,18.47492
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_681.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_681.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_681.jpg,-0.6000001,1,0,19.17729
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_762.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_762.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_762.jpg,0,1,0,19.82632
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_842.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_842.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_842.jpg,0,1,0,20.58327
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_39_922.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_39_922.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_39_922.jpg,0,1,0,21.3751
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_002.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_002.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_002.jpg,-0.2,1,0,22.16284
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_080.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_080.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_080.jpg,-0.4,1,0,22.88706
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_160.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_160.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_160.jpg,0,1,0,23.65195
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_238.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_238.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_238.jpg,0,1,0,24.42496
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_316.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_316.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_316.jpg,-0.15,1,0,25.19029
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_394.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_394.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_394.jpg,-0.3,1,0,25.72907
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_474.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_474.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_474.jpg,0,1,0,26.43129
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_552.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_552.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_552.jpg,0,1,0,27.17938
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_630.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_630.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_630.jpg,-0.2,1,0,27.91856
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_710.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_710.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_710.jpg,0,1,0,28.60793
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_788.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_788.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_788.jpg,0,1,0,29.33952
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_868.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_868.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_868.jpg,0,1,0,30.06937
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_40_947.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_40_947.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_40_947.jpg,-0.05,1,0,30.19014
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_025.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_025.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_025.jpg,-0.25,1,0,30.17611
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_103.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_103.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_103.jpg,-0.45,1,0,30.15249
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_182.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_182.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_182.jpg,-0.6500001,1,0,30.1277
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_257.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_257.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_257.jpg,0,1,0,30.18389
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_335.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_335.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_335.jpg,0,1,0,30.18855
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_410.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_410.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_410.jpg,0,1,0,30.19003
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_487.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_487.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_487.jpg,0,1,0,30.19027
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_562.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_562.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_562.jpg,0,1,0,30.18982
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_640.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_640.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_640.jpg,0,1,0,30.19029
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_719.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_719.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_719.jpg,0,1,0,30.1903
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_795.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_795.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_795.jpg,-0.15,1,0,30.1841
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_872.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_872.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_872.jpg,0,1,0,30.19108
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_41_951.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_41_951.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_41_951.jpg,0,1,0,30.19019
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_030.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_030.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_030.jpg,0,1,0,30.19028
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_109.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_109.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_109.jpg,0,1,0,30.19027
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_187.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_187.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_187.jpg,-0.15,1,0,30.18462
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_269.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_269.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_269.jpg,-0.35,1,0,30.16384
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_345.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_345.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_345.jpg,0,1,0,30.18764
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_426.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_426.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_426.jpg,0,1,0,30.18985
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_504.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_504.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_504.jpg,0,1,0,30.19053
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_585.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_585.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_585.jpg,-0.05,1,0,30.18997
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_664.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_664.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_664.jpg,-0.25,1,0,30.17577
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_744.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_744.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_744.jpg,0,1,0,30.18893
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_822.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_822.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_822.jpg,0,1,0,30.1901
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_902.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_902.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_902.jpg,0,1,0,30.19026
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_42_979.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_42_979.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_42_979.jpg,-0.2,1,0,30.18096
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_061.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_061.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_061.jpg,-0.4,1,0,30.15844
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_141.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_141.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_141.jpg,0,1,0,30.18871
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_220.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_220.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_220.jpg,0,1,0,30.18997
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_301.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_301.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_301.jpg,0,1,0,30.19022
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_381.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_381.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_381.jpg,-0.2,1,0,30.18131
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_461.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_461.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_461.jpg,0,1,0,30.19041
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_539.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_539.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_539.jpg,0,1,0,30.19009
C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\center_2022_07_22_17_23_43_619.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\left_2022_07_22_17_23_43_619.jpg,C:\SelfDrivingMaterials\UDACITY\IMAGE_DATA\IMG\right_2022_07_22_17_23_43_619.jpg,0,1,0,30.19023
